organisms,counts
Bifidobacterium sp. DSM 109958,4
Amycolatopsis sp. M39,3
Mycolicibacterium gilvum,2
Cellulomonas telluris,2
Candidatus Ruania gallistercoris,3
Streptomyces coelicolor,2
Micrococcus sp. TA1,3
Pseudonocardia xinjiangensis,2
Saccharopolyspora sp. 6T,3
Gordonia jinghuaiqii,2
Micrococcus sp. JXJ CY 30,5
Janibacter sp. YB324,3
Rhodococcus sp. SBT000017,3
Streptomyces leeuwenhoekii,2
Agrococcus casei,2
Frigoribacterium sp. CG_9.8,3
uncultured Mycobacterium sp.,3
Glaciihabitans sp. INWT7,3
Streptomyces anandii,2
Rathayibacter sp. SD072,3
Nonomuraea fuscirosea,2
Nonomuraea zeae,2
Rhodococcus sp. 06-412-2C,3
Mycobacterium sp. DL440,3
Micromonospora sp. PPF5-17,3
Cryptosporangium aurantiacum,2
Arthrobacter pigmenti,2
Streptomyces sp. MRC013,3
Micromonospora olivasterospora,2
Actinoplanes octamycinicus,2
Brooklawnia cerclae,2
Corynebacterium maris DSM 45190,4
Microbacterium sp. Leaf203,3
Arthrobacter sp. PvP023,3
Sinomonas sp.,2
Brachybacterium phenoliresistens,2
Pseudonocardia acidicola,2
Cryobacterium sp. MDT1-3,3
Puerhibacterium puerhi,2
Rathayibacter sp. VKM Ac-2759,4
Lentzea nigeriaca,2
Nonomuraea sp. PA05,3
Schaalia radingae,2
unclassified Cellulomonas,2
Kribbella catacumbae,2
Streptomyces sp. OK228,3
Micromonospora sp. AMSO1212t,3
Nocardioides sp. CGMCC 1.13656,4
Nanchangia anserum,2
Bifidobacterium bombi,2
Streptomyces cocklensis,2
Streptomyces coryli,2
Amycolatopsis nigrescens,2
Bifidobacterium sp. wkB344,3
Quadrisphaera setariae,2
Mycobacterium sp. MFM001,3
Nocardioides sp. ZJ1313,3
unclassified Mycobacteroides,2
Canibacter sp. lx-45,3
Nonomuraea rhodomycinica,2
Actinocatenispora comari,2
Williamsia sp. Leaf354,3
Brevibacterium sp. CFH 10365,4
Pseudonocardia sp. Ae717_Ps2,3
Brevibacterium sp. HMSC063G07,3
Frankia sp. CcI156,3
Humibacillus xanthopallidus,2
Corynebacterium endometrii,2
Streptomyces sp. SID10853,3
Zhihengliuella salsuginis,2
Arthrobacter sp. CJ23,3
Corynebacterium auriscanis,2
Nocardia terrae,2
Actinomyces sp. MAS-1,3
Streptomonospora salina,2
Streptomyces sp. NRRL F-5126,4
Streptomyces sp. M1013,3
Streptomyces sp. A108,3
Cellulosimicrobium sp. CUA-896,3
Glycomyces sp. NRRL B-16210,4
Streptomyces griseochromogenes,2
Amycolatopsis vastitatis,2
Catellatospora tritici,2
Micromonospora kangleipakensis,2
Cryobacterium sp. TMT1-19,3
Nocardia rosealba,2
Geodermatophilus amargosae,2
Brevibacterium atlanticum,2
Tetrasphaera sp.,2
Nocardiopsis chromatogenes,2
Actinoplanes xinjiangensis,2
Streptomyces xinghaiensis,2
Microbispora sp. KK1-11,3
Gordonia sp. PDNC005,3
Mycobacterium lehmannii,2
Nocardia wallacei,2
Actinomadura rudentiformis,2
Rathayibacter rathayi,2
Subtercola boreus,2
Actinomycetales bacterium,2
Saccharothrix sp. ALI-22-I,3
Bifidobacteriaceae bacterium MCC01964,3
Streptomyces sp. adm13(2018),3
Bifidobacterium amazonense,2
Agromyces albus,2
Saccharothrix deserti,2
Bifidobacterium vespertilionis,2
Kocuria rhizophila DC2201,3
Nonomuraea aurantiaca,2
Tessaracoccus sp. SD287,3
Bifidobacterium breve NCFB 2258,4
Streptomyces cavernae,2
Streptomyces sp. ASQP_92,3
Microbacterium sp. PMIC_1C1B,3
Labedella gwakjiensis,2
Arcanobacterium urinimassiliense,2
Streptomyces sp. CT34,3
Streptomyces sp. Tu 3180,4
Sciscionella sp.,2
Mycobacterium sp. 1165178.9,3
Rhodococcus sp. B50,3
Microbacterium sp. MYb62,3
Ornithinimicrobium tianjinense,2
Rhodococcus sp. ANT_H53B,3
Amycolatopsis nivea,2
Nonomuraea rhizosphaerae,2
Streptomyces sp. WAC01280,3
Cryobacterium sp. TmT2-48-2,3
Bifidobacteriaceae bacterium NR019,3
Pseudarthrobacter sp. NamE2,3
Micromonospora sp. CPM1,3
Cutibacterium namnetense,2
Oerskovia jenensis,2
Micromonospora sp. C72,3
Nocardioides sp. KLBMP 9356,4
Mycobacterium europaeum,2
Gordonia sp. HY366,3
Arthrobacter sp. SO3,3
Acidipropionibacterium sp.,2
Marmoricola sp. URHB0036,3
Mycolicibacterium hassiacum,2
Jonesia quinghaiensis,2
Saccharopolyspora karakumensis,2
Micromonospora yangpuensis,2
Nocardia cyriacigeorgica GUH-2,3
Gordonia terrae,2
Mycobacterium sp. 1274761.0,3
Aeromicrobium sp. Leaf272,3
Actinoplanes humidus,2
Mycobacterium sp. SWH-M3,3
Micromonospora sp. KC213,3
Streptomyces thermolilacinus,2
Streptomyces sp. HPH0547,3
Corynebacterium sp. HMSC034E11,3
Williamsia soli,2
Tsukamurella pulmonis,2
Streptomyces gougerotii,2
Curtobacterium sp. ZW137,3
Alloscardovia theropitheci,2
Naasia sp. SYSU D00948,4
Rhodococcus sp. Eu-32,3
Brevibacterium sediminis,2
Actinoplanes sp. TRM88002,3
Streptomyces sp. S07_1.15,3
Actinophytocola xanthii,2
Streptomyces sp. Mg1,3
Paraoerskovia marina,2
Plantactinospora mayteni,2
Flaviflexus huanghaiensis,2
Microbacterium sp. EF45044,3
Nonomuraea soli,2
Streptomyces hirsutus,2
Microbacterium sp. MYb66,3
Umezawaea tangerina,2
Cellulomonas sp. URHD0024,3
Amycolatopsis australiensis,2
Oerskovia rustica,2
Nocardia jiangxiensis,2
Agrococcus sp. ARC_14,3
Planosporangium mesophilum,2
Arthrobacter ramosus,2
Mycobacterium tuberculosis variant bovis BCG,5
Arthrobacter sp. AZCC_0090,3
Streptomyces sp. TRM68367,3
Agromyces agglutinans,2
Glutamicibacter halophytocola,2
Streptomyces sp. WAC04770,3
Blastococcus sp. TF02-8,3
Nonomuraea cypriaca,2
Streptomyces albospinus,2
Saccharomonospora viridis,2
Salinibacterium sp.,2
Corynebacterium wankanglinii,2
Amycolatopsis thailandensis,2
Streptomyces himastatinicus,2
Streptomyces sp. MA3_2.13,3
Actinomadura fibrosa,2
Leucobacter sp. CSA2,3
Streptomyces sp. A1499,3
Bombiscardovia coagulans,2
Actinomycetaceae bacterium,2
Streptomyces sp. ISL-11,3
Candidatus Dietzia intestinigallinarum,3
Kocuria turfanensis,2
Mycobacterium gastri,2
Nocardiopsaceae bacterium,2
Candidatus Aquiluna sp. XM-24bin5,4
Curtobacterium sp. PhB130,3
Streptomyces sp. ADI97-07,3
Trueperella sp. zg.1013,3
Mycolicibacter senuensis,2
Streptomyces sp. CB02261,3
Actinomadura sp. CNU-125,3
Curtobacterium sp. ME12,3
Streptomyces smyrnaeus,2
Streptomyces sp. MUSC 14,4
Gordonia sp. 852002-50395_SCH5434458,3
Arthrobacter gallicola,2
Micromonospora citrea,2
Nocardia carnea,2
Schumannella luteola,2
unclassified Nocardioides,2
Nocardioides sp. STR3,3
Frigoribacterium sp. MCBA15_019,3
Streptomyces africanus,2
Streptomyces katsurahamanus,2
Streptomyces sp. CB02366,3
Candidatus Brachybacterium merdavium,3
Streptomyces bluensis,2
Streptomyces sp. NRRL F-5635,4
Arthrobacter pascens,2
Microbacterium agarici,2
Micromonospora marina,2
unclassified Leifsonia,2
Streptomyces sp. ISL-36,3
Knoellia flava,2
Prescottella equi,2
Streptomyces sp. NRRL S-1824,4
Gordonia sp. JH63,3
Streptomyces bauhiniae,2
Arthrobacter sp. CAU 1506,4
Mycolicibacterium monacense,2
Mycobacterium goodii,2
Mycobacteroides abscessus,2
Actinospica sp. MGRD01-02,3
Corynebacterium sp. BWA136,3
uncultured Friedmanniella sp.,3
Frankia sp. CpI1-P,3
Microbacterium sp. LKL04,3
Micromonospora sp. MED01,3
Streptomyces sp. KM273126,3
Streptomyces echinatus,2
Streptomyces sp. MnatMP-M27,3
Kocuria sp. ICS0012,3
Streptomyces sp. Z38,3
Neoactinobaculum massilliense,2
Jiangella alba,2
Klenkia brasiliensis,2
Mycobacterium tuberculosis complex,3
Epidermidibacterium keratini,2
Frondihabitans australicus,2
Kocuria massiliensis,2
Kitasatospora paracochleata,2
Streptomyces sp. F-7,3
Streptomyces sp. NRRL S-475,4
Microbacterium amylolyticum,2
Ornithinicoccus soli,2
Rathayibacter sp. AY1E6,3
Streptomyces durbertensis,2
Streptomyces sp. SID10815,3
Cutibacterium sp. 37298,3
Rhodococcus sp. BP-332,3
Blastococcus sp. CT_GayMR20,3
Streptomyces sp. YPW6,3
Rhodococcus sp. AW25M09,3
Streptomyces flavochromogenes,2
Rhodococcus sp. 15-649-2-2,3
Actinomyces johnsonii,2
Actinoalloteichus fjordicus,2
Micromonospora sp. U56,3
Gordonia sp. HY285,3
Pseudonocardia sulfidoxydans NBRC 16205,4
Brevibacterium antiquum,2
Glycomyces sp. YM15,3
Streptomyces sp. ATexAB-D23,3
Streptomyces sp. GMR22,3
Nocardioides okcheonensis,2
Microbacterium bovistercoris,2
Planotetraspora silvatica,2
Amycolatopsis decaplanina,2
Curtobacterium sp. MCPF17_001,3
Quadrisphaera granulorum,2
Streptomyces sp. Ag82_G6-1,3
Amycolatopsis thermoflava,2
Corynebacterium kutscheri,2
Geodermatophilaceae bacterium,2
Streptomyces sp. WAC 00631,4
Williamsia sp. 1138,3
Nocardiopsis valliformis,2
Cryobacterium sp. M96,3
Gordonia hirsuta,2
Actinoplanes brasiliensis,2
Streptomyces hyderabadensis,2
Mycolicibacterium brisbanense,2
Streptomyces sp. WAC08401,3
Corynebacterium sp. 76QC2CO,3
Saccharothrix tamanrassetensis,2
Microbacterium azadirachtae,2
Curtobacterium sp. PhB146,3
Gleimia europaea ACS-120-V-Col10b,3
Cellulosimicrobium sp. I38E,3
Bifidobacteriaceae bacterium MCC01989,3
Agromyces aureus,2
Actinotignum schaalii FB123-CNA-2,3
Actinomyces culturomici,2
Micromonospora sp. HB375,3
Gordonia humi,2
Mycolicibacterium sediminis,2
Arthrobacter tumbae,2
Lentzea waywayandensis,2
Nocardia beijingensis,2
Terrabacter tumescens,2
Microbacterium trichothecenolyticum,2
Mycolicibacterium novocastrense,2
Actinomyces ruminicola,2
Sphaerisporangium album,2
Rhodococcus sp. EPR-157,3
Micromonospora inyonensis,2
Micromonospora sp. S4605,3
Brachybacterium sp. sponge,3
Rhodococcus ruber BKS 20-38,4
Cellulomonas sp. Leaf334,3
Mycobacterium noviomagense,2
Schaalia sp.,2
Streptomyces sp. BV286,3
Nocardioides nematodiphilus,2
Candidatus Mycolicibacterium alkanivorans,3
Streptomyces cellostaticus,2
Frankia sp. Cj5,3
Cryobacterium zongtaii,2
Streptomyces sp. ISL-44,3
Rathayibacter sp. VKM Ac-2928,4
Streptomyces sp. 11-1-2,3
Corynebacterium uterequi,2
Brachybacterium sp. SGAir0954,3
Corynebacterium pelargi,2
Mycobacterium ulcerans str. Harvey,4
Kitasatospora indigofera,2
Streptomyces mesophilus,2
Streptomyces durocortorensis,2
Demequina phytophila,2
Streptomyces sp. R1,3
Nocardioides dongxiaopingii,2
Cryobacterium sp. HLT2-23,3
Isoptericola jiangsuensis,2
Arthrobacter silviterrae,2
Streptomyces violens,2
Streptomyces phaeoluteigriseus,2
Amycolatopsis camponoti,2
Streptomyces lichenis,2
Bifidobacterium goeldii,2
Mycobacterium sp. 1274756.6,3
Nocardioides sp. TRM66260-LWL,3
Nocardia sp. DSM 111726,4
Streptomyces humidus,2
Propioniciclava sp. MC1595,3
Streptomyces qinzhouensis,2
Prauserella shujinwangii,2
Agromyces marinus,2
Lentzea albidocapillata,2
Microbacterium invictum,2
Saccharopolyspora rectivirgula,2
Gordonia sp. p3-SID1431,3
Arthrobacter sp. Soil736,3
Microbacterium pullorum,2
Agromyces sp.,2
Actinomadura kijaniata,2
Curtobacterium sp. MCPF17_051,3
Streptomyces sp. CMB-FB,3
Cellulomonas uda,2
Tropheryma whipplei str. Twist,4
Aeromicrobium phragmitis,2
Streptomyces sp. CAI-85,3
Bifidobacterium italicum,2
Bifidobacterium dolichotidis,2
Cellulomonas persica,2
Streptomyces sp. ISL-24,3
Micrococcus sp. 116,3
Arthrobacter celericrescens,2
Nesterenkonia pannonica,2
Prauserella cavernicola,2
Leifsonia sp. ku-ls,3
Kocuria sp. LUK,3
Curtobacterium sp. PhB42,3
Pseudonocardia eucalypti,2
Rhodococcus sp. ARC_M5,3
Arthrobacter sp. SX1312,3
Bifidobacterium imperatoris,2
Nocardia sp. 348MFTsu5.1,3
Streptomyces sp. CB00455,3
Leucobacter sp. Ag1,3
Kribbella sp. VKM Ac-2572,4
Mycobacterium nebraskense,2
Mycolicibacterium mucogenicum 261Sha1.1M5,3
Nesterenkonia alkaliphila,2
Micromonospora polyrhachis,2
Corynebacterium glutamicum,2
Nesterenkonia jeotgali,2
Streptomyces sp. SID8374,3
Nocardiopsis alborubida,2
Micrococcus endophyticus,2
Modestobacter lapidis,2
Arthrobacter sp. SO5,3
Nocardia asiatica,2
Streptomyces sp. ISL-86,3
Streptomyces tyrosinilyticus,2
Lipingzhangella halophila,2
Frigoribacterium sp. CFBP 8759,4
unclassified Pseudoclavibacter,2
Streptomyces lateritius,2
Rhodococcus triatomae BKS 15-14,4
Micromonospora ferruginea,2
Arthrobacter sp. S41,3
Microbacterium sp. zg.Y909,3
Nocardia suismassiliense,2
Streptacidiphilus albus,2
Nocardiopsis sp. JB363,3
Pseudactinotalea sp. HY158,3
Micromonospora deserti,2
Frankia torreyi,2
Streptomyces gelaticus,2
Micromonospora sp. R77,3
Sediminivirga luteola,2
Flexivirga caeni,2
Nocardioides sp. zg-536,3
Streptomyces sp. AP-93,3
Corynebacterium sp. HMSC074A09,3
Rhodococcus ruber,2
Yimella sp. NH-Cas1,3
Cutibacterium avidum,2
Streptomyces sp. TP-A0874,3
Microbacterium aquimaris,2
Kineococcus rhizosphaerae,2
Phycicoccus duodecadis,2
Mycobacterium fragae,2
Tsukamurella sp. PLM1,3
Amycolatopsis arida,2
Demequina aurantiaca,2
Bifidobacterium tissieri,2
Bifidobacterium adolescentis CAG:119,3
Streptomyces violaceoruber,2
Streptomyces polyasparticus,2
Tersicoccus sp. Bi-70,3
Micromonospora lutea,2
Streptomyces indiaensis,2
Mycobacterium pseudoshottsii,2
Frigoribacterium sp. RIT-PI-h,3
Arthrobacter citreus,2
Streptomyces sp. SID5477,3
Agromyces sp. Root81,3
Curtobacterium sp. MCLR17_032,3
uncultured Pseudonocardia sp.,3
Streptomyces sp. ISL-21,3
Microbacterium sp. SSW1-47,3
Streptomyces sp. A244,3
Mycobacterium intracellulare ATCC 13950,4
Nonomuraea endophytica,2
Streptomyces sp. SID8380,3
Arthrobacter sp. ISL-65,3
Acidipropionibacterium acidipropionici,2
Corynebacterium renale,2
Streptomyces sp. SID5789,3
Amycolatopsis azurea,2
Mycobacterium intracellulare MIN_052511_1280,3
Streptomyces sp. WM6373,3
Mycolicibacterium lutetiense,2
Leucobacter sp.,2
Rothia kristinae,2
Streptomyces dangxiongensis,2
Streptomyces sp. SID9913,3
Candidatus Stackebrandtia excrementipullorum,3
Actinobaculum sp. oral taxon 183,5
Nonomuraea longispora,2
Cellulomonas cellasea,2
Agrococcus carbonis,2
Mycobacterium bohemicum,2
Corynebacterium sp. MC3,3
Cellulomonas sp. PS-H5,3
Nocardia araoensis,2
Leucobacter japonicus,2
Streptomyces sp. 2231.1,3
Corynebacterium qintianiae,2
Nocardia ninae,2
Streptomyces sp. TRM68416,3
Streptomyces sp. DR7-3,3
Kibdelosporangium persicum,2
Rathayibacter sp. AY1A5,3
Nocardiopsis alba,2
Actinomyces sp. HMSC065F11,3
Kocuria tytonicola,2
Actinoplanes bogorensis,2
Micromonospora sediminicola,2
Actinomadura lepetitiana,2
Microbacterium mitrae,2
Blastococcus sp. DSM 44272,4
Hoyosella rhizosphaerae,2
Streptomyces sp. RG38,3
Streptomyces lucensis JCM 4490,4
Pseudarthrobacter sp.,2
Nocardiopsaceae bacterium YIM 96095,4
Actinomadura alba,2
Streptomyces sp. NRRL S-241,4
Mycobacterium paraffinicum,2
Planotetraspora phitsanulokensis,2
Tetrasphaera sp. Soil756,3
Streptomyces sp. 2323.1,3
Microbispora siamensis,2
Streptomyces sp. TverLS-915,3
Flaviflexus massiliensis,2
Pseudonocardia sp. N23,3
Brevibacterium sp. S22,3
Gordonia sp. KTR9,3
Curtobacterium sp. MCPF17_046,3
Corynebacterium sp. HMSC28B08,3
Streptomyces sp. TN58,3
Knoellia locipacati,2
Demequina lutea,2
Dermacoccus nishinomiyaensis,2
Haloechinothrix halophila YIM 93223,4
Cryobacterium sp. Sr3,3
Nocardia vinacea,2
Streptomyces sp. SID4982,3
Catenuloplanes japonicus,2
Streptosporangium roseum DSM 43021,4
Arcanobacterium haemolyticum,2
Cryptosporangium phraense,2
Brevibacterium casei CIP 102111,4
Streptomyces tirandamycinicus,2
Arthrobacter sp. EPSL27,3
Mycobacterium sp. SWH-M1,3
Actinomadura hallensis,2
Actinopolyspora alba,2
Actinoplanes abujensis,2
Aeromicrobium piscarium,2
Streptosporangium sp. 'caverna',3
Candidatus Agrococcus pullicola,3
Arthrobacter sp. ok909,3
Streptomyces sp. CL12-4,3
Streptomyces afghaniensis 772,3
Nocardioides malaquae,2
Bifidobacterium catulorum,2
Flaviflexus equikiangi,2
Streptomyces sp. NRRL S-495,4
Mumia flava,2
Streptomyces tateyamensis,2
Brevibacterium ihuae,2
Streptomyces sp. PRh5,3
Sanguibacter sp. HDW7,3
Propioniferax innocua,2
Streptomyces mashuensis,2
Curtobacterium sp. MCBD17_019,3
Rhodococcus sp. WWJCD1,3
Alloscardovia sp. HMSC034E08,3
Streptomyces sp. MC1,3
Catellatospora paridis,2
Microbacterium foliorum,2
Streptomyces sp. SID486,3
Amycolatopsis sulphurea,2
Kocuria sp. UCD-OTCP,3
Rhodococcus sp. AG1013,3
Pseudonocardia sp. MH-G8,3
Streptomyces sp. G3,3
Microbacterium marinilacus,2
Microbacterium sp. p3-SID336,3
unclassified Demequina,2
Bifidobacterium crudilactis,2
Blastococcus endophyticus,2
Arthrobacter sp. ISL-28,3
Agreia sp. VKM Ac-1783,4
Streptomyces sp. CBMA156,3
Microlunatus elymi,2
Brevibacterium casei,2
unclassified Streptomyces,2
Mycobacteroides saopaulense,2
Micrococcus terreus,2
Corynebacterium pseudotuberculosis,2
Arthrobacter sp. 35W,3
Agromyces sp. Leaf222,3
Corynebacterium genitalium,2
Mycobacterium kansasii 662,3
Modestobacter excelsi,2
Microbacterium ihumii,2
Rhodococcus yananensis,2
Streptomyces niveiscabiei,2
Amycolatopsis tucumanensis,2
Streptomyces sp. SID5470,3
Streptomyces sp. HB-N217,3
Streptomyces bellus,2
Frigoribacterium sp. Leaf44,3
Frankia sp. BMG5.36,3
Micrococcaceae bacterium RIT 802,4
Streptomyces sp. 7R015,3
Micromonospora endolithica,2
Nocardia arthritidis,2
Bifidobacterium commune,2
Crossiella cryophila,2
Leucobacter salsicius,2
Dietzia sp. SLG510A3-40A3,3
Amycolatopsis sp. WQ 127309,4
Microtetraspora sp. AC03309,3
Propioniciclava flava,2
Antricoccus suffuscus,2
Cellulomonas sp. APG4,3
Dietzia kunjamensis,2
Arthrobacter beigongshangensis,2
Streptomyces ossamyceticus,2
Streptomyces spectabilis,2
Nocardioides alcanivorans,2
Mycobacterium sp. QGD 101,4
Allonocardiopsis opalescens,2
Occultella gossypii,2
Streptomyces sp. PanSC19,3
Nocardioides sp.,2
Micromonospora mirobrigensis,2
Lentzea tibetensis,2
Micromonospora fulviviridis,2
Terrabacter sp. Root181,3
Corynebacterium caspium,2
Microbacterium kitamiense,2
Rothia terrae,2
Corynebacterium fournieri,2
Clavibacter phaseoli,2
Glaciihabitans tibetensis,2
Actinomadura flavalba,2
Microbacterium gallinarum,2
Gulosibacter chungangensis,2
Microbacterium atlanticum,2
Actinoplanes lichenicola,2
Kineococcus sp. TRM81007,3
Streptomyces sp. CB02980,3
Curtobacterium sp. P97,3
Streptomyces sp. ISL-12,3
Serinicoccus sediminis,2
Nonomuraea montanisoli,2
Streptomyces sp. WAC 01438,4
Jiangella anatolica,2
Micromonospora sp. LHW51205,3
Streptomyces sp. NRRL S-87,4
Propionibacterium sp. KPL1847,3
Knoellia subterranea,2
Saccharopolyspora spinosa,2
Corynebacterium crudilactis,2
Actinomyces procaprae,2
Rothia nasisuis,2
Amycolatopsis sp. CA-126428,3
Nocardiopsis trehalosi,2
Streptomyces sp. AcH 505,4
Mycobacterium paragordonae,2
Cellulomonas sp. Leaf395,3
Corynebacterium hindlerae,2
Streptomyces sp. JHA26,3
Mycobacterium sp. SMC-2,3
Nakamurella deserti,2
Arthrobacter rhombi,2
Microbacterium sp. 4R-513,3
Kitasatospora griseola,2
Nocardiopsis deserti,2
Pseudonocardia ammonioxydans,2
Curtobacterium sp. PhB115,3
Bifidobacterium asteroides PRL2011,3
Flexivirga oryzae,2
Actinopolyspora alba group,3
Geodermatophilus nigrescens,2
Rathayibacter sp. AY1C9,3
Streptomyces sp. WM6386,3
Phytohabitans rumicis,2
Geodermatophilus sp. LHW52908,3
Micromonospora avicenniae,2
Microbacterium ginsengiterrae,2
Trueperella bialowiezensis,2
Streptomyces sp. CB02414,3
Streptomyces sp. ICN903,3
Brevibacterium sp. S111,3
Microbacterium timonense,2
Streptomyces sp. MUM 2J,4
Propionibacterium acidifaciens,2
Bifidobacterium tibiigranuli,2
Mycobacterium simulans,2
Nocardia blacklockiae,2
Mycobacterium uberis,2
Pilimelia terevasa,2
Nocardioides sp. URHA0032,3
Streptomyces sp. FXJ1.172,3
Streptomyces sp. WAC05950,3
Microbacterium lacus,2
Streptomyces sp. PBSH9,3
Promicromonospora panici,2
Pseudonocardia terrae,2
Mycobacterium sp. DSM 3803,4
Mycobacterium sp. E1715,3
Leucobacter sp. Marseille-Q4368,3
Curtobacterium sp. MCPF17_052,3
Nakamurella flava,2
Kibdelosporangium phytohabitans,2
Corynebacterium glyciniphilum,2
Krasilnikoviella flava,2
Amycolatopsis pithecellobii,2
Micromonospora humida,2
Schumannella sp. 10F1B-5-1,3
Streptomyces zhaozhouensis,2
Brevibacterium sp. HMSC22B09,3
Streptomyces sp. MT29,3
Corynebacterium matruchotii,2
Cellulomonas citrea,2
Acidipropionibacterium thoenii,2
Streptomyces arboris,2
Corynebacterium riegelii,2
Ornithinimicrobium laminariae,2
Propioniciclava sp.,2
Ornithinimicrobium flavum,2
Streptomyces griseoflavus,2
Kineococcus siccus,2
Mycobacterium spongiae,2
Streptomyces qinglanensis,2
Sphaerisporangium cinnabarinum,2
Gordonia sp. WA4-43,3
Dietzia sp. SLG310A2-38A2,3
Nocardioides gansuensis,2
Streptomyces virginiae,2
Streptomyces sp. WAC00288,3
Thermobispora bispora,2
Kitasatospora albolonga,2
Rhodococcus sp. P1Y,3
Spelaeicoccus albus,2
Paenarthrobacter sp. DKR-5,3
Arthrobacter sp. KBS0703,3
Arthrobacter sp. AET 35A,4
Rhodococcus qingshengii,2
Plantibacter flavus,2
Aeromicrobium sp. PE09-221,3
Micrococcus sp. RIT608,3
Mycobacterium sp. 1165196.3,3
Microbacterium sp. CCH5-D1,3
Streptomyces sp. Sge12,3
Streptomyces longisporoflavus,2
Microbacterium sp. zg.Y818,3
Streptomyces sp. SID3343,3
Kocuria marina,2
Streptomyces angustmyceticus,2
Tessaracoccus defluvii,2
Glycomyces arizonensis,2
Streptomyces griseosporeus,2
Streptomyces rubidus,2
Streptomyces malachitofuscus,2
Candidatus Frankia nodulisporulans,3
Amycolatopsis tolypomycina,2
Mycobacterium avium subsp. paratuberculosis,4
Streptomyces galbus,2
Aeromicrobium choanae,2
Streptomyces auratus,2
Streptomyces sp. ADI98-12,3
Cellulomonas gilvus,2
Nonomuraea glycinis,2
Haloechinothrix halophila,2
Candidatus Microbacterium pullistercoris,3
Nocardioides sp. Y192,3
Streptomyces sp. HGB0020,3
Tsukamurella spumae,2
Mycobacterium sp. GA-2829,3
Mycobacterium sp. E1747,3
Gleimia sp. 6138-11-ORH1,3
Virgisporangium ochraceum,2
Streptomyces cavourensis,2
Microbacterium faecale,2
Rhodococcus sp. R1101,3
Herbiconiux sp.,2
Streptomyces sp. H28,3
Streptomyces sp. JCM17656,3
Mycobacterium sp. 852002-50816_SCH5313054-b,3
Actinomyces sp. HMSC08A09,3
Streptomyces lydicamycinicus,2
Isoptericola variabilis,2
Streptomycetaceae bacterium MP113-05,3
Brachybacterium aquaticum,2
Micromonospora sp. NBRC 110038,4
Mycobacterium orygis,2
Streptomyces sp. 2321.6,3
Propionibacterium sp. HMSC078F01,3
Leucobacter sp. Psy1,3
Streptomyces cirratus,2
Agromyces ramosus,2
Streptomyces sp. PT12,3
Mycobacterium sp. E136,3
Streptomyces hundungensis,2
Allosaccharopolyspora coralli,2
Streptomyces werraensis,2
Microbacterium sp. B35-04,3
Salinibacterium amurskyense,2
Mycetocola lacteus,2
Pseudonocardia alni,2
Microbacterium sp. cx-55,3
Cellulomonas sp. zg-Y138,3
Streptomyces sp. LAM7114,3
Promicromonospora thailandica,2
Micromonospora globbae,2
Streptomyces sp. SPMA113,3
Mycolicibacterium gadium,2
Bifidobacterium angulatum,2
Frigoribacterium sp. Leaf8,3
Bifidobacterium avesanii,2
Brachybacterium sp. ACRRE,3
Mycobacterium saskatchewanense,2
Micrococcus sp. KRD070,3
Streptomyces sp. PSAA01,3
Lacisediminihabitans profunda,2
Streptomyces sp. SID7815,3
Corynebacteriales bacterium,2
Streptomyces seoulensis,2
Actinomyces qiguomingii,2
Nesterenkonia sedimenti,2
Protaetiibacter intestinalis,2
Actinomadura rubrobrunea,2
Rhodococcus jostii,2
Saccharomonospora halophila,2
Micromonospora palomenae,2
Austwickia chelonae,2
Cryobacterium luteum,2
Dermabacter sp. Marseille-Q3180,3
Micromonospora peucetia,2
Amycolatopsis rifamycinica,2
Streptomyces sp. APSN-46.1,3
Nocardioides albus,2
Streptomyces aidingensis,2
Rhodococcus oxybenzonivorans,2
Brachybacterium paraconglomeratum,2
Gordonia otitidis NBRC 100426,4
Streptomyces harenosi,2
Streptomyces sp. F-3,3
Amycolatopsis vancoresmycina DSM 44592,4
Microbacterium sp. HSID17254,3
Changpingibacter yushuensis,2
Frankia sp. KB5,3
Cryobacterium tepidiphilum,2
Actinomadura harenae,2
Actinoplanes atraurantiacus,2
Dietzia sp. Alg238-R159,3
Nocardia vaccinii,2
Streptomyces sp. Ncost-T10-10d,3
Streptomyces sp. NRRL S-481,4
Nocardioides daejeonensis,2
Rhodococcus sp. 06-1477-1B,3
Leucobacter aridicollis,2
Aeromicrobium sp. Root344,3
Arthrobacter mobilis,2
Microbacterium chocolatum,2
Mycobacterium sp. Marseille-P9652,3
Arthrobacter sp. MSA 4-2,4
Gordonia mangrovi,2
Streptomyces venezuelae,2
Nocardioides sp. SYSU D00778,4
Streptomyces sp. OspMP-M43,3
Streptomyces sp. SID5770,3
Agromyces sp. MMS17-SY077,3
Salinispora vitiensis,2
Nocardia asteroides,2
Streptomyces zhihengii,2
Catellatospora vulcania,2
Actinomyces sp. oral taxon 171 str. F0337,7
Nocardiopsis exhalans,2
Kribbella sp. VKM Ac-2575,4
Schaalia sp. JY-X159,3
Micromonospora sp. C31,3
Piscicoccus intestinalis,2
Arthrobacter cupressi,2
Leucobacter chinensis,2
Curtobacterium sp. MWU13-2055,3
Nocardioides marinus,2
Naasia sp. SYSU D00057,4
Micrococcus luteus J28,3
Naumannella halotolerans,2
Rhodococcus sp. RD6.2,3
Arthrobacter saudimassiliensis,2
Streptomyces sp. SID5785,3
